Date,Time,Value,Chart Type
3/12/2019,4:05:00,926,Chart K
3/12/2019,4:05:00,1658,Chart L
3/12/2019,4:05:00,20,Chart M
3/12/2019,4:05:00,0,Chart N
3/12/2019,4:05:20,2.5,Chart A
3/12/2019,4:05:20,4.5,Chart C
3/12/2019,4:05:20,14,Chart H
3/12/2019,4:05:20,0,Chart D
3/12/2019,4:05:20,61,Chart B
3/12/2019,4:05:20,76,Chart F
3/12/2019,4:05:20,0,Chart G
3/12/2019,4:05:20,59,Chart I
3/12/2019,4:05:20,33,Chart J
3/12/2019,4:05:20,838,Chart K
3/12/2019,4:05:20,1499,Chart L
3/12/2019,4:05:20,23,Chart M
3/12/2019,4:05:20,0,Chart N
3/12/2019,4:05:40,2.4,Chart A
3/12/2019,4:05:40,4.3,Chart C
3/12/2019,4:05:40,13,Chart H
3/12/2019,4:05:40,0,Chart D
3/12/2019,4:05:40,61,Chart B
3/12/2019,4:05:40,76,Chart F
3/12/2019,4:05:40,0,Chart G
3/12/2019,4:05:40,57,Chart I
3/12/2019,4:05:40,32,Chart J
3/12/2019,4:05:40,896,Chart K
3/12/2019,4:05:40,1603,Chart L
3/12/2019,4:05:40,23,Chart M
3/12/2019,4:05:40,0,Chart N
3/12/2019,4:06:00,2.5,Chart A
3/12/2019,4:06:00,4.5,Chart C
3/12/2019,4:06:00,15,Chart H
3/12/2019,4:06:00,0,Chart D
3/12/2019,4:06:00,62,Chart B
3/12/2019,4:06:00,78,Chart F
3/12/2019,4:06:00,0,Chart G
3/12/2019,4:06:00,58,Chart I
3/12/2019,4:06:00,32,Chart J
3/12/2019,4:06:00,844,Chart K
3/12/2019,4:06:00,1511,Chart L
3/12/2019,4:06:00,23,Chart M
3/12/2019,4:06:00,0,Chart N
3/12/2019,4:06:20,2.6,Chart A
3/12/2019,4:06:20,4.6,Chart C
3/12/2019,4:06:20,14,Chart H
3/12/2019,4:06:20,0,Chart D
3/12/2019,4:06:20,65,Chart B
3/12/2019,4:06:20,79,Chart F
3/12/2019,4:06:20,0,Chart G
3/12/2019,4:06:20,59,Chart I
3/12/2019,4:06:20,33,Chart J
3/12/2019,4:06:20,878,Chart K
3/12/2019,4:06:20,1572,Chart L
3/12/2019,4:06:20,22,Chart M
3/12/2019,4:06:20,0,Chart N
3/12/2019,4:06:40,2.5,Chart A
3/12/2019,4:06:40,4.4,Chart C
3/12/2019,4:06:40,15,Chart H
3/12/2019,4:06:40,0,Chart D
3/12/2019,4:06:40,65,Chart B
3/12/2019,4:06:40,76,Chart F
3/12/2019,4:06:40,0,Chart G
3/12/2019,4:06:40,59,Chart I
3/12/2019,4:06:40,33,Chart J
3/12/2019,4:06:40,905,Chart K
3/12/2019,4:06:40,1621,Chart L
3/12/2019,4:06:40,23,Chart M
3/12/2019,4:06:40,0,Chart N
3/12/2019,4:07:00,2.3,Chart A
3/12/2019,4:07:00,4.1,Chart C
3/12/2019,4:07:00,15,Chart H
3/12/2019,4:07:00,0,Chart D
3/12/2019,4:07:00,63,Chart B
3/12/2019,4:07:00,70,Chart F
3/12/2019,4:07:00,0,Chart G
3/12/2019,4:07:00,59,Chart I
3/12/2019,4:07:00,33,Chart J
3/12/2019,4:07:00,935,Chart K
3/12/2019,4:07:00,1674,Chart L
3/12/2019,4:07:00,25,Chart M
3/12/2019,4:07:00,0,Chart N
3/12/2019,4:07:20,2.4,Chart A
3/12/2019,4:07:20,4.3,Chart C
3/12/2019,4:07:20,15,Chart H
3/12/2019,4:07:20,0,Chart D
3/12/2019,4:07:20,64,Chart B
3/12/2019,4:07:20,74,Chart F
3/12/2019,4:07:20,0,Chart G
3/12/2019,4:07:20,59,Chart I
3/12/2019,4:07:20,33,Chart J
3/12/2019,4:07:20,910,Chart K
3/12/2019,4:07:20,1628,Chart L
3/12/2019,4:07:20,22,Chart M
3/12/2019,4:07:20,0,Chart N
3/12/2019,4:07:40,2.5,Chart A
3/12/2019,4:07:40,4.5,Chart C
3/12/2019,4:07:40,14,Chart H
3/12/2019,4:07:40,0,Chart D
3/12/2019,4:07:40,66,Chart B
3/12/2019,4:07:40,78,Chart F
3/12/2019,4:07:40,0,Chart G
3/12/2019,4:07:40,58,Chart I
3/12/2019,4:07:40,33,Chart J
3/12/2019,4:07:40,912,Chart K
3/12/2019,4:07:40,1632,Chart L
3/12/2019,4:07:40,22,Chart M
3/12/2019,4:07:40,0,Chart N
3/12/2019,4:08:00,2.5,Chart A
3/12/2019,4:08:00,4.4,Chart C
3/12/2019,4:08:00,14,Chart H
3/12/2019,4:08:00,0,Chart D
3/12/2019,4:08:00,65,Chart B
3/12/2019,4:08:00,74,Chart F
3/12/2019,4:08:00,0,Chart G
3/12/2019,4:08:00,60,Chart I
3/12/2019,4:08:00,33,Chart J
3/12/2019,4:08:00,911,Chart K
3/12/2019,4:08:00,1631,Chart L
3/12/2019,4:08:00,21,Chart M
3/12/2019,4:08:00,0,Chart N
3/12/2019,4:08:20,2.5,Chart A
3/12/2019,4:08:20,4.5,Chart C
3/12/2019,4:08:20,14,Chart H
3/12/2019,4:08:20,0,Chart D
3/12/2019,4:08:20,65,Chart B
3/12/2019,4:08:20,74,Chart F
3/12/2019,4:08:20,0,Chart G
3/12/2019,4:08:20,60,Chart I
3/12/2019,4:08:20,34,Chart J
3/12/2019,4:08:20,906,Chart K
3/12/2019,4:08:20,1622,Chart L
3/12/2019,4:08:20,20,Chart M
3/12/2019,4:08:20,0,Chart N
3/12/2019,4:08:40,2.6,Chart A
3/12/2019,4:08:40,4.6,Chart C
3/12/2019,4:08:40,14,Chart H
3/12/2019,4:08:40,0,Chart D
3/12/2019,4:08:40,67,Chart B
3/12/2019,4:08:40,78,Chart F
3/12/2019,4:08:40,0,Chart G
3/12/2019,4:08:40,59,Chart I
3/12/2019,4:08:40,33,Chart J
3/12/2019,4:08:40,922,Chart K
3/12/2019,4:08:40,1650,Chart L
3/12/2019,4:08:40,20,Chart M
3/12/2019,4:08:40,0,Chart N
3/12/2019,4:09:00,2.5,Chart A
3/12/2019,4:09:00,4.5,Chart C
3/12/2019,4:09:00,14,Chart H
3/12/2019,4:09:00,0,Chart D
3/12/2019,4:09:00,67,Chart B
3/12/2019,4:09:00,78,Chart F
3/12/2019,4:09:00,0,Chart G
3/12/2019,4:09:00,59,Chart I
3/12/2019,4:09:00,33,Chart J
3/12/2019,4:09:00,927,Chart K
3/12/2019,4:09:00,1659,Chart L
3/12/2019,4:09:00,20,Chart M
3/12/2019,4:09:00,0,Chart N
3/12/2019,4:09:20,2.6,Chart A
3/12/2019,4:09:20,4.6,Chart C
3/12/2019,4:09:20,14,Chart H
3/12/2019,4:09:20,0,Chart D
3/12/2019,4:09:20,67,Chart B
3/12/2019,4:09:20,78,Chart F
3/12/2019,4:09:20,0,Chart G
3/12/2019,4:09:20,59,Chart I
3/12/2019,4:09:20,33,Chart J
3/12/2019,4:09:20,919,Chart K
3/12/2019,4:09:20,1644,Chart L
3/12/2019,4:09:20,19,Chart M
3/12/2019,4:09:20,0,Chart N
3/12/2019,4:09:40,2.6,Chart A
3/12/2019,4:09:40,4.6,Chart C
3/12/2019,4:09:40,14,Chart H
3/12/2019,4:09:40,0,Chart D
3/12/2019,4:09:40,68,Chart B
3/12/2019,4:09:40,78,Chart F
3/12/2019,4:09:40,0,Chart G
3/12/2019,4:09:40,59,Chart I
3/12/2019,4:09:40,33,Chart J
3/12/2019,4:09:40,929,Chart K
3/12/2019,4:09:40,1662,Chart L
3/12/2019,4:09:40,18,Chart M
3/12/2019,4:09:40,0,Chart N
3/12/2019,4:10:00,2.4,Chart A
3/12/2019,4:10:00,4.3,Chart C
3/12/2019,4:10:00,14,Chart H
3/12/2019,4:10:00,0,Chart D
3/12/2019,4:10:00,66,Chart B
3/12/2019,4:10:00,74,Chart F
3/12/2019,4:10:00,0,Chart G
3/12/2019,4:10:00,58,Chart I
3/12/2019,4:10:00,33,Chart J
3/12/2019,4:10:00,972,Chart K
3/12/2019,4:10:00,1740,Chart L
3/12/2019,4:10:00,20,Chart M
3/12/2019,4:10:00,0,Chart N
3/12/2019,4:10:20,2.5,Chart A
3/12/2019,4:10:20,4.4,Chart C
3/12/2019,4:10:20,14,Chart H
3/12/2019,4:10:20,0,Chart D
3/12/2019,4:10:20,67,Chart B
3/12/2019,4:10:20,76,Chart F
3/12/2019,4:10:20,0,Chart G
3/12/2019,4:10:20,58,Chart I
3/12/2019,4:10:20,33,Chart J
3/12/2019,4:10:20,954,Chart K
3/12/2019,4:10:20,1708,Chart L
3/12/2019,4:10:20,21,Chart M
3/12/2019,4:10:20,0,Chart N
3/12/2019,4:10:40,2.5,Chart A
3/12/2019,4:10:40,4.4,Chart C
3/12/2019,4:10:40,14,Chart H
3/12/2019,4:10:40,0,Chart D
3/12/2019,4:10:40,66,Chart B
3/12/2019,4:10:40,78,Chart F
3/12/2019,4:10:40,0,Chart G
3/12/2019,4:10:40,57,Chart I
3/12/2019,4:10:40,32,Chart J
3/12/2019,4:10:40,950,Chart K
3/12/2019,4:10:40,1700,Chart L
3/12/2019,4:10:40,20,Chart M
3/12/2019,4:10:40,0,Chart N
3/12/2019,4:11:00,2.5,Chart A
3/12/2019,4:11:00,4.5,Chart C
3/12/2019,4:11:00,13,Chart H
3/12/2019,4:11:00,0,Chart D
3/12/2019,4:11:00,65,Chart B
3/12/2019,4:11:00,77,Chart F
3/12/2019,4:11:00,0,Chart G
3/12/2019,4:11:00,59,Chart I
3/12/2019,4:11:00,33,Chart J
3/12/2019,4:11:00,919,Chart K
3/12/2019,4:11:00,1644,Chart L
3/12/2019,4:11:00,17,Chart M
3/12/2019,4:11:00,0,Chart N
3/12/2019,4:11:20,2.5,Chart A
3/12/2019,4:11:20,4.5,Chart C
3/12/2019,4:11:20,14,Chart H
3/12/2019,4:11:20,0,Chart D
3/12/2019,4:11:20,68,Chart B
3/12/2019,4:11:20,80,Chart F
3/12/2019,4:11:20,0,Chart G
3/12/2019,4:11:20,57,Chart I
3/12/2019,4:11:20,32,Chart J
3/12/2019,4:11:20,957,Chart K
3/12/2019,4:11:20,1712,Chart L
3/12/2019,4:11:20,19,Chart M
3/12/2019,4:11:20,0,Chart N
3/12/2019,4:11:40,2.6,Chart A
3/12/2019,4:11:40,4.6,Chart C
3/12/2019,4:11:40,13,Chart H
3/12/2019,4:11:40,0,Chart D
3/12/2019,4:11:40,67,Chart B
3/12/2019,4:11:40,79,Chart F
3/12/2019,4:11:40,0,Chart G
3/12/2019,4:11:40,58,Chart I
3/12/2019,4:11:40,33,Chart J
3/12/2019,4:11:40,921,Chart K
3/12/2019,4:11:40,1649,Chart L
3/12/2019,4:11:40,16,Chart M
3/12/2019,4:11:40,0,Chart N
3/12/2019,4:12:00,2.5,Chart A
3/12/2019,4:12:00,4.5,Chart C
3/12/2019,4:12:00,14,Chart H
3/12/2019,4:12:00,0,Chart D
3/12/2019,4:12:00,67,Chart B
3/12/2019,4:12:00,78,Chart F
3/12/2019,4:12:00,0,Chart G
3/12/2019,4:12:00,58,Chart I
3/12/2019,4:12:00,32,Chart J
3/12/2019,4:12:00,946,Chart K
3/12/2019,4:12:00,1693,Chart L
3/12/2019,4:12:00,17,Chart M
3/12/2019,4:12:00,0,Chart N
3/12/2019,4:12:20,2.5,Chart A
3/12/2019,4:12:20,4.5,Chart C
3/12/2019,4:12:20,14,Chart H
3/12/2019,4:12:20,0,Chart D
3/12/2019,4:12:20,66,Chart B
3/12/2019,4:12:20,77,Chart F
3/12/2019,4:12:20,0,Chart G
3/12/2019,4:12:20,58,Chart I
3/12/2019,4:12:20,32,Chart J
3/12/2019,4:12:20,930,Chart K
3/12/2019,4:12:20,1664,Chart L
3/12/2019,4:12:20,20,Chart M
3/12/2019,4:12:20,0,Chart N
3/12/2019,4:12:40,2.5,Chart A
3/12/2019,4:12:40,4.5,Chart C
3/12/2019,4:12:40,14,Chart H
3/12/2019,4:12:40,0,Chart D
3/12/2019,4:12:40,67,Chart B
3/12/2019,4:12:40,78,Chart F
3/12/2019,4:12:40,0,Chart G
3/12/2019,4:12:40,58,Chart I
3/12/2019,4:12:40,32,Chart J
3/12/2019,4:12:40,928,Chart K
3/12/2019,4:12:40,1660,Chart L
3/12/2019,4:12:40,20,Chart M
3/12/2019,4:12:40,0,Chart N
3/12/2019,4:13:00,2.4,Chart A
3/12/2019,4:13:00,4.4,Chart C
3/12/2019,4:13:00,14,Chart H
3/12/2019,4:13:00,0,Chart D
3/12/2019,4:13:00,65,Chart B
3/12/2019,4:13:00,76,Chart F
3/12/2019,4:13:00,0,Chart G
3/12/2019,4:13:00,57,Chart I
3/12/2019,4:13:00,32,Chart J
3/12/2019,4:13:00,924,Chart K
3/12/2019,4:13:00,1653,Chart L
3/12/2019,4:13:00,22,Chart M
3/12/2019,4:13:00,0,Chart N
3/12/2019,4:13:20,2.5,Chart A
3/12/2019,4:13:20,4.4,Chart C
3/12/2019,4:13:20,14,Chart H
3/12/2019,4:13:20,0,Chart D
3/12/2019,4:13:20,65,Chart B
3/12/2019,4:13:20,76,Chart F
3/12/2019,4:13:20,0,Chart G
3/12/2019,4:13:20,58,Chart I
3/12/2019,4:13:20,32,Chart J
3/12/2019,4:13:20,922,Chart K
3/12/2019,4:13:20,1650,Chart L
3/12/2019,4:13:20,21,Chart M
3/12/2019,4:13:20,0,Chart N
3/12/2019,4:13:40,2.5,Chart A
3/12/2019,4:13:40,4.5,Chart C
3/12/2019,4:13:40,14,Chart H
3/12/2019,4:13:40,0,Chart D
3/12/2019,4:13:40,66,Chart B
3/12/2019,4:13:40,78,Chart F
3/12/2019,4:13:40,0,Chart G
3/12/2019,4:13:40,58,Chart I
3/12/2019,4:13:40,32,Chart J
3/12/2019,4:13:40,927,Chart K
3/12/2019,4:13:40,1659,Chart L
3/12/2019,4:13:40,23,Chart M
3/12/2019,4:13:40,0,Chart N
3/12/2019,4:14:00,2.5,Chart A
3/12/2019,4:14:00,4.5,Chart C
3/12/2019,4:14:00,14,Chart H
3/12/2019,4:14:00,0,Chart D
3/12/2019,4:14:00,65,Chart B
3/12/2019,4:14:00,78,Chart F
3/12/2019,4:14:00,0,Chart G
3/12/2019,4:14:00,58,Chart I
3/12/2019,4:14:00,32,Chart J
3/12/2019,4:14:00,915,Chart K
3/12/2019,4:14:00,1638,Chart L
3/12/2019,4:14:00,20,Chart M
3/12/2019,4:14:00,0,Chart N
3/12/2019,4:14:20,2.6,Chart A
3/12/2019,4:14:20,4.6,Chart C
3/12/2019,4:14:20,14,Chart H
3/12/2019,4:14:20,0,Chart D
3/12/2019,4:14:20,66,Chart B
3/12/2019,4:14:20,80,Chart F
3/12/2019,4:14:20,0,Chart G
3/12/2019,4:14:20,58,Chart I
3/12/2019,4:14:20,32,Chart J
3/12/2019,4:14:20,904,Chart K
3/12/2019,4:14:20,1617,Chart L
3/12/2019,4:14:20,20,Chart M
3/12/2019,4:14:20,0,Chart N
3/12/2019,4:14:40,2.5,Chart A
3/12/2019,4:14:40,4.5,Chart C
3/12/2019,4:14:40,13,Chart H
3/12/2019,4:14:40,0,Chart D
3/12/2019,4:14:40,65,Chart B
3/12/2019,4:14:40,76,Chart F
3/12/2019,4:14:40,0,Chart G
3/12/2019,4:14:40,59,Chart I
3/12/2019,4:14:40,33,Chart J
3/12/2019,4:14:40,927,Chart K
3/12/2019,4:14:40,1659,Chart L
3/12/2019,4:14:40,17,Chart M
3/12/2019,4:14:40,0,Chart N
3/12/2019,4:15:00,2.6,Chart A
3/12/2019,4:15:00,4.6,Chart C
3/12/2019,4:15:00,13,Chart H
3/12/2019,4:15:00,0,Chart D
3/12/2019,4:15:00,66,Chart B
3/12/2019,4:15:00,79,Chart F
3/12/2019,4:15:00,0,Chart G
3/12/2019,4:15:00,59,Chart I
3/12/2019,4:15:00,33,Chart J
3/12/2019,4:15:00,917,Chart K
3/12/2019,4:15:00,1641,Chart L
3/12/2019,4:15:00,18,Chart M
3/12/2019,4:15:00,0,Chart N
3/12/2019,4:15:20,2.5,Chart A
3/12/2019,4:15:20,4.5,Chart C
3/12/2019,4:15:20,13,Chart H
3/12/2019,4:15:20,0,Chart D
3/12/2019,4:15:20,65,Chart B
3/12/2019,4:15:20,76,Chart F
3/12/2019,4:15:20,0,Chart G
3/12/2019,4:15:20,59,Chart I
3/12/2019,4:15:20,33,Chart J
3/12/2019,4:15:20,913,Chart K
3/12/2019,4:15:20,1634,Chart L
3/12/2019,4:15:20,18,Chart M
3/12/2019,4:15:20,0,Chart N
3/12/2019,4:15:40,2.6,Chart A
3/12/2019,4:15:40,4.7,Chart C
3/12/2019,4:15:40,13,Chart H
3/12/2019,4:15:40,0,Chart D
3/12/2019,4:15:40,65,Chart B
3/12/2019,4:15:40,77,Chart F
3/12/2019,4:15:40,0,Chart G
3/12/2019,4:15:40,61,Chart I
3/12/2019,4:15:40,34,Chart J
3/12/2019,4:15:40,891,Chart K
3/12/2019,4:15:40,1595,Chart L
3/12/2019,4:15:40,16,Chart M
3/12/2019,4:15:40,0,Chart N
3/12/2019,4:16:00,2.5,Chart A
3/12/2019,4:16:00,4.5,Chart C
3/12/2019,4:16:00,13,Chart H
3/12/2019,4:16:00,0,Chart D
3/12/2019,4:16:00,65,Chart B
3/12/2019,4:16:00,75,Chart F
3/12/2019,4:16:00,0,Chart G
3/12/2019,4:16:00,60,Chart I
3/12/2019,4:16:00,34,Chart J
3/12/2019,4:16:00,920,Chart K
3/12/2019,4:16:00,1648,Chart L
3/12/2019,4:16:00,16,Chart M
3/12/2019,4:16:00,0,Chart N
3/12/2019,4:16:20,2.6,Chart A
3/12/2019,4:16:20,4.6,Chart C
3/12/2019,4:16:20,13,Chart H
3/12/2019,4:16:20,0,Chart D
3/12/2019,4:16:20,65,Chart B
3/12/2019,4:16:20,77,Chart F
3/12/2019,4:16:20,0,Chart G
3/12/2019,4:16:20,59,Chart I
3/12/2019,4:16:20,33,Chart J
3/12/2019,4:16:20,903,Chart K
3/12/2019,4:16:20,1616,Chart L
3/12/2019,4:16:20,18,Chart M
3/12/2019,4:16:20,0,Chart N
3/12/2019,4:16:40,2.6,Chart A
3/12/2019,4:16:40,4.6,Chart C
3/12/2019,4:16:40,13,Chart H
3/12/2019,4:16:40,0,Chart D
3/12/2019,4:16:40,65,Chart B
3/12/2019,4:16:40,78,Chart F
3/12/2019,4:16:40,0,Chart G
3/12/2019,4:16:40,59,Chart I
3/12/2019,4:16:40,33,Chart J
3/12/2019,4:16:40,903,Chart K
3/12/2019,4:16:40,1616,Chart L
3/12/2019,4:16:40,18,Chart M
3/12/2019,4:16:40,0,Chart N
3/12/2019,4:17:00,2.6,Chart A
3/12/2019,4:17:00,4.6,Chart C
3/12/2019,4:17:00,13,Chart H
3/12/2019,4:17:00,0,Chart D
3/12/2019,4:17:00,66,Chart B
3/12/2019,4:17:00,78,Chart F
3/12/2019,4:17:00,0,Chart G
3/12/2019,4:17:00,59,Chart I
3/12/2019,4:17:00,33,Chart J
3/12/2019,4:17:00,917,Chart K
3/12/2019,4:17:00,1641,Chart L
3/12/2019,4:17:00,17,Chart M
3/12/2019,4:17:00,0,Chart N
3/12/2019,4:17:20,2.5,Chart A
3/12/2019,4:17:20,4.5,Chart C
3/12/2019,4:17:20,13,Chart H
3/12/2019,4:17:20,0,Chart D
3/12/2019,4:17:20,65,Chart B
3/12/2019,4:17:20,77,Chart F
3/12/2019,4:17:20,0,Chart G
3/12/2019,4:17:20,59,Chart I
3/12/2019,4:17:20,33,Chart J
3/12/2019,4:17:20,921,Chart K
3/12/2019,4:17:20,1649,Chart L
3/12/2019,4:17:20,16,Chart M
3/12/2019,4:17:20,0,Chart N
3/12/2019,4:17:40,2.5,Chart A
3/12/2019,4:17:40,4.5,Chart C
3/12/2019,4:17:40,13,Chart H
3/12/2019,4:17:40,0,Chart D
3/12/2019,4:17:40,65,Chart B
3/12/2019,4:17:40,78,Chart F
3/12/2019,4:17:40,0,Chart G
3/12/2019,4:17:40,58,Chart I
3/12/2019,4:17:40,33,Chart J
3/12/2019,4:17:40,909,Chart K
3/12/2019,4:17:40,1627,Chart L
3/12/2019,4:17:40,19,Chart M
3/12/2019,4:17:40,0,Chart N
3/12/2019,4:18:00,2.5,Chart A
3/12/2019,4:18:00,4.5,Chart C
3/12/2019,4:18:00,13,Chart H
3/12/2019,4:18:00,0,Chart D
3/12/2019,4:18:00,64,Chart B
3/12/2019,4:18:00,76,Chart F
3/12/2019,4:18:00,0,Chart G
3/12/2019,4:18:00,59,Chart I
3/12/2019,4:18:00,33,Chart J
3/12/2019,4:18:00,920,Chart K
3/12/2019,4:18:00,1647,Chart L
3/12/2019,4:18:00,18,Chart M
3/12/2019,4:18:00,0,Chart N
3/12/2019,4:18:20,2.5,Chart A
3/12/2019,4:18:20,4.5,Chart C
3/12/2019,4:18:20,13,Chart H
3/12/2019,4:18:20,0,Chart D
3/12/2019,4:18:20,64,Chart B
3/12/2019,4:18:20,76,Chart F
3/12/2019,4:18:20,0,Chart G
3/12/2019,4:18:20,59,Chart I
3/12/2019,4:18:20,33,Chart J
3/12/2019,4:18:20,917,Chart K
3/12/2019,4:18:20,1641,Chart L
3/12/2019,4:18:20,18,Chart M
3/12/2019,4:18:20,0,Chart N
3/12/2019,4:18:40,2.5,Chart A
3/12/2019,4:18:40,4.5,Chart C
3/12/2019,4:18:40,13,Chart H
3/12/2019,4:18:40,0,Chart D
3/12/2019,4:18:40,64,Chart B
3/12/2019,4:18:40,77,Chart F
3/12/2019,4:18:40,0,Chart G
3/12/2019,4:18:40,59,Chart I
3/12/2019,4:18:40,33,Chart J
3/12/2019,4:18:40,907,Chart K
3/12/2019,4:18:40,1623,Chart L
3/12/2019,4:18:40,19,Chart M
3/12/2019,4:18:40,0,Chart N
3/12/2019,4:19:00,2.5,Chart A
3/12/2019,4:19:00,4.5,Chart C
3/12/2019,4:19:00,13,Chart H
3/12/2019,4:19:00,0,Chart D
3/12/2019,4:19:00,63,Chart B
3/12/2019,4:19:00,77,Chart F
3/12/2019,4:19:00,0,Chart G
3/12/2019,4:19:00,59,Chart I
3/12/2019,4:19:00,33,Chart J
3/12/2019,4:19:00,884,Chart K
3/12/2019,4:19:00,1583,Chart L
3/12/2019,4:19:00,20,Chart M
3/12/2019,4:19:00,0,Chart N
3/12/2019,4:19:20,2.5,Chart A
3/12/2019,4:19:20,4.5,Chart C
3/12/2019,4:19:20,13,Chart H
3/12/2019,4:19:20,0,Chart D
3/12/2019,4:19:20,64,Chart B
3/12/2019,4:19:20,75,Chart F
3/12/2019,4:19:20,0,Chart G
3/12/2019,4:19:20,60,Chart I
3/12/2019,4:19:20,34,Chart J
3/12/2019,4:19:20,896,Chart K
3/12/2019,4:19:20,1604,Chart L
3/12/2019,4:19:20,18,Chart M
3/12/2019,4:19:20,0,Chart N
3/12/2019,4:19:40,2.4,Chart A
3/12/2019,4:19:40,4.2,Chart C
3/12/2019,4:19:40,13,Chart H
3/12/2019,4:19:40,0,Chart D
3/12/2019,4:19:40,62,Chart B
3/12/2019,4:19:40,72,Chart F
3/12/2019,4:19:40,0,Chart G
3/12/2019,4:19:40,59,Chart I
3/12/2019,4:19:40,33,Chart J
3/12/2019,4:19:40,933,Chart K
3/12/2019,4:19:40,1669,Chart L
3/12/2019,4:19:40,19,Chart M
3/12/2019,4:19:40,0,Chart N
3/12/2019,4:20:00,2.4,Chart A
3/12/2019,4:20:00,4.3,Chart C
3/12/2019,4:20:00,13,Chart H
3/12/2019,4:20:00,0,Chart D
3/12/2019,4:20:00,61,Chart B
3/12/2019,4:20:00,73,Chart F
3/12/2019,4:20:00,0,Chart G
3/12/2019,4:20:00,59,Chart I
3/12/2019,4:20:00,33,Chart J
3/12/2019,4:20:00,907,Chart K
3/12/2019,4:20:00,1623,Chart L
3/12/2019,4:20:00,19,Chart M
3/12/2019,4:20:00,0,Chart N
3/12/2019,4:20:20,2.4,Chart A
3/12/2019,4:20:20,4.4,Chart C
3/12/2019,4:20:20,13,Chart H
3/12/2019,4:20:20,0,Chart D
3/12/2019,4:20:20,61,Chart B
3/12/2019,4:20:20,75,Chart F
3/12/2019,4:20:20,0,Chart G
3/12/2019,4:20:20,58,Chart I
3/12/2019,4:20:20,32,Chart J
3/12/2019,4:20:20,885,Chart K
3/12/2019,4:20:20,1584,Chart L
3/12/2019,4:20:20,22,Chart M
3/12/2019,4:20:20,0,Chart N
3/12/2019,4:20:40,2.6,Chart A
3/12/2019,4:20:40,4.7,Chart C
3/12/2019,4:20:40,13,Chart H
3/12/2019,4:20:40,0,Chart D
3/12/2019,4:20:40,64,Chart B
3/12/2019,4:20:40,78,Chart F
3/12/2019,4:20:40,0,Chart G
3/12/2019,4:20:40,60,Chart I
3/12/2019,4:20:40,33,Chart J
3/12/2019,4:20:40,874,Chart K
3/12/2019,4:20:40,1564,Chart L
3/12/2019,4:20:40,17,Chart M
3/12/2019,4:20:40,0,Chart N
3/12/2019,4:21:00,2.6,Chart A
3/12/2019,4:21:00,4.6,Chart C
3/12/2019,4:21:00,13,Chart H
3/12/2019,4:21:00,0,Chart D
3/12/2019,4:21:00,63,Chart B
3/12/2019,4:21:00,77,Chart F
3/12/2019,4:21:00,0,Chart G
3/12/2019,4:21:00,60,Chart I
3/12/2019,4:21:00,33,Chart J
3/12/2019,4:21:00,879,Chart K
3/12/2019,4:21:00,1574,Chart L
3/12/2019,4:21:00,19,Chart M
3/12/2019,4:21:00,0,Chart N
3/12/2019,4:21:20,2.5,Chart A
3/12/2019,4:21:20,4.5,Chart C
3/12/2019,4:21:20,14,Chart H
3/12/2019,4:21:20,0,Chart D
3/12/2019,4:21:20,63,Chart B
3/12/2019,4:21:20,77,Chart F
3/12/2019,4:21:20,0,Chart G
3/12/2019,4:21:20,59,Chart I
3/12/2019,4:21:20,33,Chart J
3/12/2019,4:21:20,869,Chart K
3/12/2019,4:21:20,1555,Chart L
3/12/2019,4:21:20,20,Chart M
3/12/2019,4:21:20,0,Chart N
3/12/2019,4:21:40,2.6,Chart A
3/12/2019,4:21:40,4.6,Chart C
3/12/2019,4:21:40,13,Chart H
3/12/2019,4:21:40,0,Chart D
3/12/2019,4:21:40,63,Chart B
3/12/2019,4:21:40,76,Chart F
3/12/2019,4:21:40,0,Chart G
3/12/2019,4:21:40,60,Chart I
3/12/2019,4:21:40,34,Chart J
3/12/2019,4:21:40,874,Chart K
3/12/2019,4:21:40,1564,Chart L
3/12/2019,4:21:40,18,Chart M
3/12/2019,4:21:40,0,Chart N
3/12/2019,4:22:00,2.5,Chart A
3/12/2019,4:22:00,4.5,Chart C
3/12/2019,4:22:00,13,Chart H
3/12/2019,4:22:00,0,Chart D
3/12/2019,4:22:00,63,Chart B
3/12/2019,4:22:00,76,Chart F
3/12/2019,4:22:00,0,Chart G
3/12/2019,4:22:00,60,Chart I
3/12/2019,4:22:00,33,Chart J
3/12/2019,4:22:00,881,Chart K
3/12/2019,4:22:00,1577,Chart L
3/12/2019,4:22:00,17,Chart M
3/12/2019,4:22:00,0,Chart N
3/12/2019,4:22:20,2.6,Chart A
3/12/2019,4:22:20,4.6,Chart C
3/12/2019,4:22:20,13,Chart H
3/12/2019,4:22:20,0,Chart D
3/12/2019,4:22:20,64,Chart B
3/12/2019,4:22:20,77,Chart F
3/12/2019,4:22:20,0,Chart G
3/12/2019,4:22:20,60,Chart I
3/12/2019,4:22:20,34,Chart J
3/12/2019,4:22:20,874,Chart K
3/12/2019,4:22:20,1564,Chart L
3/12/2019,4:22:20,16,Chart M
3/12/2019,4:22:20,0,Chart N
3/12/2019,4:22:40,2.5,Chart A
3/12/2019,4:22:40,4.5,Chart C
3/12/2019,4:22:40,13,Chart H
3/12/2019,4:22:40,0,Chart D
3/12/2019,4:22:40,63,Chart B
3/12/2019,4:22:40,76,Chart F
